"angle","price","type"
225.036,1.01640864800354,"exponential"
225.072,1.01637584532399,"exponential"
225.108,1.01634310818424,"exponential"
225.144,1.01631043645334,"exponential"
225.18,1.0162778300006,"exponential"
225.216,1.01624528869559,"exponential"
225.252,1.01621281240816,"exponential"
225.288,1.01618040100839,"exponential"
225.324,1.01614805436664,"exponential"
225.36,1.01611577235353,"exponential"
225.396,1.01608355483992,"exponential"
225.432,1.01605140169694,"exponential"
225.468,1.01601931279599,"exponential"
225.504,1.0159872880087,"exponential"
225.54,1.01595532720698,"exponential"
225.576,1.01592343026299,"exponential"
225.612,1.01589159704913,"exponential"
225.648,1.01585982743808,"exponential"
225.684,1.01582812130275,"exponential"
225.72,1.01579647851632,"exponential"
225.756,1.01576489895223,"exponential"
225.792,1.01573338248414,"exponential"
225.828,1.015701928986,"exponential"
225.864,1.01567053833199,"exponential"
225.9,1.01563921039655,"exponential"
225.936,1.01560794505436,"exponential"
225.972,1.01557674218037,"exponential"
226.008,1.01554560164977,"exponential"
226.044,1.01551452333798,"exponential"
226.08,1.0154835071207,"exponential"
226.116,1.01545255287387,"exponential"
226.152,1.01542166047367,"exponential"
226.188,1.01539082979652,"exponential"
226.224,1.0153600607191,"exponential"
226.26,1.01532935311834,"exponential"
226.296,1.01529870687141,"exponential"
226.332,1.01526812185573,"exponential"
226.368,1.01523759794894,"exponential"
226.404,1.01520713502896,"exponential"
226.44,1.01517673297394,"exponential"
226.476,1.01514639166226,"exponential"
226.512,1.01511611097256,"exponential"
226.548,1.01508589078372,"exponential"
226.584,1.01505573097486,"exponential"
226.62,1.01502563142534,"exponential"
226.656,1.01499559201475,"exponential"
226.692,1.01496561262295,"exponential"
226.728,1.01493569313002,"exponential"
226.764,1.01490583341627,"exponential"
226.8,1.01487603336227,"exponential"
226.836,1.01484629284881,"exponential"
226.872,1.01481661175695,"exponential"
226.908,1.01478698996794,"exponential"
226.944,1.01475742736331,"exponential"
226.98,1.0147279238248,"exponential"
227.016,1.0146984792344,"exponential"
227.052,1.01466909347433,"exponential"
227.088,1.01463976642704,"exponential"
227.124,1.01461049797524,"exponential"
227.16,1.01458128800185,"exponential"
227.196,1.01455213639001,"exponential"
227.232,1.01452304302314,"exponential"
227.268,1.01449400778486,"exponential"
227.304,1.01446503055902,"exponential"
227.34,1.01443611122971,"exponential"
227.376,1.01440724968127,"exponential"
227.412,1.01437844579823,"exponential"
227.448,1.01434969946539,"exponential"
227.484,1.01432101056777,"exponential"
227.52,1.0142923789906,"exponential"
227.556,1.01426380461936,"exponential"
227.592,1.01423528733975,"exponential"
227.628,1.0142068270377,"exponential"
227.664,1.01417842359937,"exponential"
227.7,1.01415007691116,"exponential"
227.736,1.01412178685966,"exponential"
227.772,1.01409355333172,"exponential"
227.808,1.01406537621441,"exponential"
227.844,1.01403725539502,"exponential"
227.88,1.01400919076107,"exponential"
227.916,1.01398118220028,"exponential"
227.952,1.01395322960064,"exponential"
227.988,1.01392533285034,"exponential"
228.024,1.01389749183777,"exponential"
228.06,1.01386970645159,"exponential"
228.096,1.01384197658064,"exponential"
228.132,1.01381430211402,"exponential"
228.168,1.01378668294101,"exponential"
228.204,1.01375911895115,"exponential"
228.24,1.01373161003418,"exponential"
228.276,1.01370415608006,"exponential"
228.312,1.01367675697898,"exponential"
228.348,1.01364941262134,"exponential"
228.384,1.01362212289776,"exponential"
228.42,1.01359488769909,"exponential"
228.456,1.01356770691638,"exponential"
228.492,1.0135405804409,"exponential"
228.528,1.01351350816417,"exponential"
228.564,1.01348648997788,"exponential"
228.6,1.01345952577396,"exponential"
228.636,1.01343261544455,"exponential"
228.672,1.01340575888202,"exponential"
228.708,1.01337895597894,"exponential"
228.744,1.01335220662809,"exponential"
228.78,1.01332551072248,"exponential"
228.816,1.01329886815533,"exponential"
228.852,1.01327227882006,"exponential"
228.888,1.01324574261032,"exponential"
228.924,1.01321925941996,"exponential"
228.96,1.01319282914305,"exponential"
228.996,1.01316645167387,"exponential"
229.032,1.01314012690691,"exponential"
229.068,1.01311385473687,"exponential"
229.104,1.01308763505866,"exponential"
229.14,1.0130614677674,"exponential"
229.176,1.01303535275842,"exponential"
229.212,1.01300928992727,"exponential"
229.248,1.01298327916968,"exponential"
229.284,1.01295732038163,"exponential"
229.32,1.01293141345927,"exponential"
229.356,1.01290555829897,"exponential"
229.392,1.01287975479732,"exponential"
229.428,1.0128540028511,"exponential"
229.464,1.0128283023573,"exponential"
229.5,1.01280265321313,"exponential"
229.536,1.01277705531597,"exponential"
229.572,1.01275150856345,"exponential"
229.608,1.01272601285338,"exponential"
229.644,1.01270056808377,"exponential"
229.68,1.01267517415284,"exponential"
229.716,1.01264983095902,"exponential"
229.752,1.01262453840094,"exponential"
229.788,1.01259929637742,"exponential"
229.824,1.01257410478749,"exponential"
229.86,1.0125489635304,"exponential"
229.896,1.01252387250557,"exponential"
229.932,1.01249883161264,"exponential"
229.968,1.01247384075145,"exponential"
230.004,1.01244889982204,"exponential"
230.04,1.01242400872463,"exponential"
230.076,1.01239916735967,"exponential"
230.112,1.01237437562779,"exponential"
230.148,1.01234963342983,"exponential"
230.184,1.0123249406668,"exponential"
230.22,1.01230029723996,"exponential"
230.256,1.01227570305071,"exponential"
230.292,1.01225115800068,"exponential"
230.328,1.0122266619917,"exponential"
230.364,1.01220221492577,"exponential"
230.4,1.01217781670512,"exponential"
230.436,1.01215346723214,"exponential"
230.472,1.01212916640945,"exponential"
230.508,1.01210491413982,"exponential"
230.544,1.01208071032627,"exponential"
230.58,1.01205655487197,"exponential"
230.616,1.0120324476803,"exponential"
230.652,1.01200838865482,"exponential"
230.688,1.01198437769932,"exponential"
230.724,1.01196041471773,"exponential"
230.76,1.01193649961422,"exponential"
230.796,1.01191263229311,"exponential"
230.832,1.01188881265894,"exponential"
230.868,1.01186504061643,"exponential"
230.904,1.0118413160705,"exponential"
230.94,1.01181763892624,"exponential"
230.976,1.01179400908894,"exponential"
231.012,1.0117704264641,"exponential"
231.048,1.01174689095736,"exponential"
231.084,1.0117234024746,"exponential"
231.12,1.01169996092187,"exponential"
231.156,1.01167656620538,"exponential"
231.192,1.01165321823157,"exponential"
231.228,1.01162991690704,"exponential"
231.264,1.01160666213859,"exponential"
231.3,1.0115834538332,"exponential"
231.336,1.01156029189803,"exponential"
231.372,1.01153717624045,"exponential"
231.408,1.01151410676797,"exponential"
231.444,1.01149108338833,"exponential"
231.48,1.01146810600944,"exponential"
231.516,1.01144517453938,"exponential"
231.552,1.01142228888642,"exponential"
231.588,1.01139944895904,"exponential"
231.624,1.01137665466585,"exponential"
231.66,1.0113539059157,"exponential"
231.696,1.01133120261758,"exponential"
231.732,1.01130854468068,"exponential"
231.768,1.01128593201436,"exponential"
231.804,1.01126336452819,"exponential"
231.84,1.01124084213188,"exponential"
231.876,1.01121836473535,"exponential"
231.912,1.01119593224868,"exponential"
231.948,1.01117354458216,"exponential"
231.984,1.01115120164622,"exponential"
232.02,1.0111289033515,"exponential"
232.056,1.0111066496088,"exponential"
232.092,1.01108444032911,"exponential"
232.128,1.01106227542359,"exponential"
232.164,1.01104015480358,"exponential"
232.2,1.0110180783806,"exponential"
232.236,1.01099604606634,"exponential"
232.272,1.01097405777268,"exponential"
232.308,1.01095211341165,"exponential"
232.344,1.01093021289549,"exponential"
232.38,1.01090835613659,"exponential"
232.416,1.01088654304752,"exponential"
232.452,1.01086477354103,"exponential"
232.488,1.01084304753004,"exponential"
232.524,1.01082136492766,"exponential"
232.56,1.01079972564714,"exponential"
232.596,1.01077812960193,"exponential"
232.632,1.01075657670565,"exponential"
232.668,1.01073506687209,"exponential"
232.704,1.0107136000152,"exponential"
232.74,1.01069217604912,"exponential"
232.776,1.01067079488816,"exponential"
232.812,1.01064945644678,"exponential"
232.848,1.01062816063964,"exponential"
232.884,1.01060690738154,"exponential"
232.92,1.01058569658749,"exponential"
232.956,1.01056452817263,"exponential"
232.992,1.01054340205229,"exponential"
233.028,1.01052231814197,"exponential"
233.064,1.01050127635733,"exponential"
233.1,1.0104802766142,"exponential"
233.136,1.01045931882859,"exponential"
233.172,1.01043840291666,"exponential"
233.208,1.01041752879475,"exponential"
233.244,1.01039669637936,"exponential"
233.28,1.01037590558717,"exponential"
233.316,1.01035515633501,"exponential"
233.352,1.01033444853988,"exponential"
233.388,1.01031378211895,"exponential"
233.424,1.01029315698956,"exponential"
233.46,1.01027257306921,"exponential"
233.496,1.01025203027556,"exponential"
233.532,1.01023152852643,"exponential"
233.568,1.01021106773983,"exponential"
233.604,1.01019064783391,"exponential"
233.64,1.01017026872698,"exponential"
233.676,1.01014993033754,"exponential"
233.712,1.01012963258423,"exponential"
233.748,1.01010937538586,"exponential"
233.784,1.01008915866139,"exponential"
233.82,1.01006898232997,"exponential"
233.856,1.01004884631089,"exponential"
233.892,1.01002875052359,"exponential"
233.928,1.01000869488771,"exponential"
233.964,1.00998867932302,"exponential"
234,1.00996870374945,"exponential"
234.036,1.0099487680871,"exponential"
234.072,1.00992887225623,"exponential"
234.108,1.00990901617726,"exponential"
234.144,1.00988919977076,"exponential"
234.18,1.00986942295747,"exponential"
234.216,1.00984968565828,"exponential"
234.252,1.00982998779424,"exponential"
234.288,1.00981032928655,"exponential"
234.324,1.00979071005659,"exponential"
234.36,1.00977113002588,"exponential"
234.396,1.0097515891161,"exponential"
234.432,1.00973208724908,"exponential"
234.468,1.00971262434681,"exponential"
234.504,1.00969320033145,"exponential"
234.54,1.0096738151253,"exponential"
234.576,1.00965446865082,"exponential"
234.612,1.00963516083062,"exponential"
234.648,1.00961589158746,"exponential"
234.684,1.00959666084429,"exponential"
234.72,1.00957746852416,"exponential"
234.756,1.00955831455031,"exponential"
234.792,1.00953919884613,"exponential"
234.828,1.00952012133516,"exponential"
234.864,1.00950108194107,"exponential"
234.9,1.00948208058772,"exponential"
234.936,1.0094631171991,"exponential"
234.972,1.00944419169935,"exponential"
235.008,1.00942530401278,"exponential"
235.044,1.00940645406383,"exponential"
235.08,1.0093876417771,"exponential"
235.116,1.00936886707735,"exponential"
235.152,1.00935012988947,"exponential"
235.188,1.00933143013852,"exponential"
235.224,1.0093127677497,"exponential"
235.26,1.00929414264835,"exponential"
235.296,1.00927555475999,"exponential"
235.332,1.00925700401024,"exponential"
235.368,1.00923849032492,"exponential"
235.404,1.00922001362997,"exponential"
235.44,1.00920157385148,"exponential"
235.476,1.00918317091569,"exponential"
235.512,1.00916480474899,"exponential"
235.548,1.00914647527792,"exponential"
235.584,1.00912818242915,"exponential"
235.62,1.00910992612953,"exponential"
235.656,1.00909170630601,"exponential"
235.692,1.00907352288572,"exponential"
235.728,1.00905537579593,"exponential"
235.764,1.00903726496405,"exponential"
235.8,1.00901919031764,"exponential"
235.836,1.0090011517844,"exponential"
235.872,1.00898314929216,"exponential"
235.908,1.00896518276893,"exponential"
235.944,1.00894725214284,"exponential"
235.98,1.00892935734217,"exponential"
236.016,1.00891149829533,"exponential"
236.052,1.00889367493089,"exponential"
236.088,1.00887588717755,"exponential"
236.124,1.00885813496417,"exponential"
236.16,1.00884041821974,"exponential"
236.196,1.00882273687338,"exponential"
236.232,1.00880509085438,"exponential"
236.268,1.00878748009215,"exponential"
236.304,1.00876990451624,"exponential"
236.34,1.00875236405636,"exponential"
236.376,1.00873485864234,"exponential"
236.412,1.00871738820416,"exponential"
236.448,1.00869995267194,"exponential"
236.484,1.00868255197594,"exponential"
236.52,1.00866518604655,"exponential"
236.556,1.00864785481431,"exponential"
236.592,1.00863055820989,"exponential"
236.628,1.00861329616412,"exponential"
236.664,1.00859606860793,"exponential"
236.7,1.00857887547243,"exponential"
236.736,1.00856171668883,"exponential"
236.772,1.0085445921885,"exponential"
236.808,1.00852750190295,"exponential"
236.844,1.00851044576382,"exponential"
236.88,1.00849342370287,"exponential"
236.916,1.00847643565202,"exponential"
236.952,1.00845948154332,"exponential"
236.988,1.00844256130895,"exponential"
237.024,1.00842567488123,"exponential"
237.06,1.00840882219262,"exponential"
237.096,1.0083920031757,"exponential"
237.132,1.0083752177632,"exponential"
237.168,1.00835846588798,"exponential"
237.204,1.00834174748303,"exponential"
237.24,1.00832506248147,"exponential"
237.276,1.00830841081656,"exponential"
237.312,1.00829179242171,"exponential"
237.348,1.00827520723043,"exponential"
237.384,1.00825865517638,"exponential"
237.42,1.00824213619336,"exponential"
237.456,1.00822565021529,"exponential"
237.492,1.00820919717623,"exponential"
237.528,1.00819277701036,"exponential"
237.564,1.00817638965201,"exponential"
237.6,1.00816003503561,"exponential"
237.636,1.00814371309577,"exponential"
237.672,1.00812742376718,"exponential"
237.708,1.00811116698469,"exponential"
237.744,1.00809494268327,"exponential"
237.78,1.00807875079803,"exponential"
237.816,1.0080625912642,"exponential"
237.852,1.00804646401714,"exponential"
237.888,1.00803036899234,"exponential"
237.924,1.00801430612542,"exponential"
237.96,1.00799827535213,"exponential"
237.996,1.00798227660835,"exponential"
238.032,1.00796630983007,"exponential"
238.068,1.00795037495345,"exponential"
238.104,1.00793447191472,"exponential"
238.14,1.00791860065029,"exponential"
238.176,1.00790276109667,"exponential"
238.212,1.0078869531905,"exponential"
238.248,1.00787117686854,"exponential"
238.284,1.0078554320677,"exponential"
238.32,1.00783971872498,"exponential"
238.356,1.00782403677755,"exponential"
238.392,1.00780838616267,"exponential"
238.428,1.00779276681774,"exponential"
238.464,1.00777717868029,"exponential"
238.5,1.00776162168795,"exponential"
238.536,1.0077460957785,"exponential"
238.572,1.00773060088984,"exponential"
238.608,1.00771513695999,"exponential"
238.644,1.00769970392709,"exponential"
238.68,1.00768430172941,"exponential"
238.716,1.00766893030535,"exponential"
238.752,1.0076535895934,"exponential"
238.788,1.00763827953223,"exponential"
238.824,1.00762300006057,"exponential"
238.86,1.00760775111732,"exponential"
238.896,1.00759253264148,"exponential"
238.932,1.00757734457217,"exponential"
238.968,1.00756218684865,"exponential"
239.004,1.00754705941027,"exponential"
239.04,1.00753196219654,"exponential"
239.076,1.00751689514707,"exponential"
239.112,1.00750185820157,"exponential"
239.148,1.00748685129992,"exponential"
239.184,1.00747187438207,"exponential"
239.22,1.00745692738813,"exponential"
239.256,1.0074420102583,"exponential"
239.292,1.00742712293291,"exponential"
239.328,1.00741226535243,"exponential"
239.364,1.0073974374574,"exponential"
239.4,1.00738263918853,"exponential"
239.436,1.00736787048663,"exponential"
239.472,1.0073531312926,"exponential"
239.508,1.00733842154751,"exponential"
239.544,1.00732374119251,"exponential"
239.58,1.00730909016887,"exponential"
239.616,1.007294468418,"exponential"
239.652,1.00727987588141,"exponential"
239.688,1.00726531250073,"exponential"
239.724,1.0072507782177,"exponential"
239.76,1.00723627297419,"exponential"
239.796,1.00722179671217,"exponential"
239.832,1.00720734937374,"exponential"
239.868,1.00719293090112,"exponential"
239.904,1.00717854123662,"exponential"
239.94,1.00716418032269,"exponential"
239.976,1.00714984810189,"exponential"
240.012,1.00713554451688,"exponential"
240.048,1.00712126951046,"exponential"
240.084,1.00710702302552,"exponential"
240.12,1.00709280500507,"exponential"
240.156,1.00707861539225,"exponential"
240.192,1.00706445413029,"exponential"
240.228,1.00705032116255,"exponential"
240.264,1.0070362164325,"exponential"
240.3,1.00702213988372,"exponential"
240.336,1.0070080914599,"exponential"
240.372,1.00699407110486,"exponential"
240.408,1.0069800787625,"exponential"
240.444,1.00696611437686,"exponential"
240.48,1.00695217789208,"exponential"
240.516,1.00693826925241,"exponential"
240.552,1.00692438840223,"exponential"
240.588,1.006910535286,"exponential"
240.624,1.00689670984832,"exponential"
240.66,1.00688291203388,"exponential"
240.696,1.00686914178749,"exponential"
240.732,1.00685539905408,"exponential"
240.768,1.00684168377866,"exponential"
240.804,1.00682799590638,"exponential"
240.84,1.00681433538249,"exponential"
240.876,1.00680070215234,"exponential"
240.912,1.00678709616141,"exponential"
240.948,1.00677351735526,"exponential"
240.984,1.00675996567959,"exponential"
241.02,1.00674644108018,"exponential"
241.056,1.00673294350294,"exponential"
241.092,1.00671947289388,"exponential"
241.128,1.00670602919911,"exponential"
241.164,1.00669261236486,"exponential"
241.2,1.00667922233747,"exponential"
241.236,1.00666585906337,"exponential"
241.272,1.0066525224891,"exponential"
241.308,1.00663921256133,"exponential"
241.344,1.00662592922682,"exponential"
241.38,1.00661267243242,"exponential"
241.416,1.00659944212512,"exponential"
241.452,1.00658623825199,"exponential"
241.488,1.00657306076021,"exponential"
241.524,1.00655990959708,"exponential"
241.56,1.00654678470999,"exponential"
241.596,1.00653368604645,"exponential"
241.632,1.00652061355405,"exponential"
241.668,1.00650756718051,"exponential"
241.704,1.00649454687364,"exponential"
241.74,1.00648155258136,"exponential"
241.776,1.00646858425169,"exponential"
241.812,1.00645564183276,"exponential"
241.848,1.00644272527281,"exponential"
241.884,1.00642983452016,"exponential"
241.92,1.00641696952324,"exponential"
241.956,1.00640413023061,"exponential"
241.992,1.00639131659091,"exponential"
242.028,1.00637852855287,"exponential"
242.064,1.00636576606535,"exponential"
242.1,1.0063530290773,"exponential"
242.136,1.00634031753776,"exponential"
242.172,1.0063276313959,"exponential"
242.208,1.00631497060097,"exponential"
242.244,1.00630233510232,"exponential"
242.28,1.00628972484942,"exponential"
242.316,1.00627713979182,"exponential"
242.352,1.00626457987918,"exponential"
242.388,1.00625204506126,"exponential"
242.424,1.00623953528792,"exponential"
242.46,1.00622705050913,"exponential"
242.496,1.00621459067494,"exponential"
242.532,1.00620215573552,"exponential"
242.568,1.00618974564113,"exponential"
242.604,1.00617736034212,"exponential"
242.64,1.00616499978895,"exponential"
242.676,1.00615266393218,"exponential"
242.712,1.00614035272248,"exponential"
242.748,1.00612806611058,"exponential"
242.784,1.00611580404736,"exponential"
242.82,1.00610356648375,"exponential"
242.856,1.00609135337081,"exponential"
242.892,1.00607916465969,"exponential"
242.928,1.00606700030162,"exponential"
242.964,1.00605486024796,"exponential"
243,1.00604274445015,"exponential"
243.036,1.00603065285971,"exponential"
243.072,1.00601858542829,"exponential"
243.108,1.00600654210761,"exponential"
243.144,1.00599452284951,"exponential"
243.18,1.0059825276059,"exponential"
243.216,1.00597055632879,"exponential"
243.252,1.00595860897032,"exponential"
243.288,1.00594668548269,"exponential"
243.324,1.0059347858182,"exponential"
243.36,1.00592290992925,"exponential"
243.396,1.00591105776835,"exponential"
243.432,1.00589922928808,"exponential"
243.468,1.00588742444113,"exponential"
243.504,1.00587564318028,"exponential"
243.54,1.0058638854584,"exponential"
243.576,1.00585215122847,"exponential"
243.612,1.00584044044355,"exponential"
243.648,1.00582875305679,"exponential"
243.684,1.00581708902144,"exponential"
243.72,1.00580544829085,"exponential"
243.756,1.00579383081846,"exponential"
243.792,1.00578223655779,"exponential"
243.828,1.00577066546247,"exponential"
243.864,1.00575911748622,"exponential"
243.9,1.00574759258284,"exponential"
243.936,1.00573609070622,"exponential"
243.972,1.00572461181038,"exponential"
244.008,1.00571315584938,"exponential"
244.044,1.00570172277741,"exponential"
244.08,1.00569031254873,"exponential"
244.116,1.0056789251177,"exponential"
244.152,1.00566756043878,"exponential"
244.188,1.0056562184665,"exponential"
244.224,1.00564489915549,"exponential"
244.26,1.00563360246049,"exponential"
244.296,1.00562232833629,"exponential"
244.332,1.00561107673781,"exponential"
244.368,1.00559984762004,"exponential"
244.404,1.00558864093806,"exponential"
244.44,1.00557745664705,"exponential"
244.476,1.00556629470227,"exponential"
244.512,1.00555515505906,"exponential"
244.548,1.00554403767288,"exponential"
244.584,1.00553294249925,"exponential"
244.62,1.00552186949379,"exponential"
244.656,1.00551081861221,"exponential"
244.692,1.00549978981031,"exponential"
244.728,1.00548878304397,"exponential"
244.764,1.00547779826916,"exponential"
244.8,1.00546683544195,"exponential"
244.836,1.00545589451848,"exponential"
244.872,1.00544497545499,"exponential"
244.908,1.0054340782078,"exponential"
244.944,1.00542320273333,"exponential"
244.98,1.00541234898807,"exponential"
245.016,1.00540151692861,"exponential"
245.052,1.00539070651162,"exponential"
245.088,1.00537991769385,"exponential"
245.124,1.00536915043216,"exponential"
245.16,1.00535840468347,"exponential"
245.196,1.0053476804048,"exponential"
245.232,1.00533697755325,"exponential"
245.268,1.00532629608602,"exponential"
245.304,1.00531563596037,"exponential"
245.34,1.00530499713367,"exponential"
245.376,1.00529437956335,"exponential"
245.412,1.00528378320696,"exponential"
245.448,1.0052732080221,"exponential"
245.484,1.00526265396647,"exponential"
245.52,1.00525212099786,"exponential"
245.556,1.00524160907414,"exponential"
245.592,1.00523111815325,"exponential"
245.628,1.00522064819324,"exponential"
245.664,1.00521019915222,"exponential"
245.7,1.0051997709884,"exponential"
245.736,1.00518936366007,"exponential"
245.772,1.00517897712559,"exponential"
245.808,1.00516861134342,"exponential"
245.844,1.00515826627209,"exponential"
245.88,1.00514794187024,"exponential"
245.916,1.00513763809655,"exponential"
245.952,1.00512735490981,"exponential"
245.988,1.0051170922689,"exponential"
246.024,1.00510685013276,"exponential"
246.06,1.00509662846041,"exponential"
246.096,1.00508642721099,"exponential"
246.132,1.00507624634367,"exponential"
246.168,1.00506608581774,"exponential"
246.204,1.00505594559255,"exponential"
246.24,1.00504582562755,"exponential"
246.276,1.00503572588225,"exponential"
246.312,1.00502564631626,"exponential"
246.348,1.00501558688925,"exponential"
246.384,1.00500554756099,"exponential"
246.42,1.00499552829132,"exponential"
246.456,1.00498552904017,"exponential"
246.492,1.00497554976753,"exponential"
246.528,1.00496559043349,"exponential"
246.564,1.00495565099822,"exponential"
246.6,1.00494573142195,"exponential"
246.636,1.004935831665,"exponential"
246.672,1.00492595168779,"exponential"
246.708,1.00491609145078,"exponential"
246.744,1.00490625091454,"exponential"
246.78,1.0048964300397,"exponential"
246.816,1.00488662878699,"exponential"
246.852,1.00487684711719,"exponential"
246.888,1.00486708499118,"exponential"
246.924,1.00485734236991,"exponential"
246.96,1.00484761921441,"exponential"
246.996,1.00483791548579,"exponential"
247.032,1.00482823114523,"exponential"
247.068,1.00481856615399,"exponential"
247.104,1.00480892047343,"exponential"
247.14,1.00479929406494,"exponential"
247.176,1.00478968689003,"exponential"
247.212,1.00478009891027,"exponential"
247.248,1.00477053008731,"exponential"
247.284,1.00476098038286,"exponential"
247.32,1.00475144975874,"exponential"
247.356,1.00474193817682,"exponential"
247.392,1.00473244559906,"exponential"
247.428,1.00472297198747,"exponential"
247.464,1.00471351730417,"exponential"
247.5,1.00470408151135,"exponential"
247.536,1.00469466457125,"exponential"
247.572,1.00468526644621,"exponential"
247.608,1.00467588709863,"exponential"
247.644,1.00466652649101,"exponential"
247.68,1.00465718458589,"exponential"
247.716,1.00464786134591,"exponential"
247.752,1.00463855673377,"exponential"
247.788,1.00462927071227,"exponential"
247.824,1.00462000324424,"exponential"
247.86,1.00461075429264,"exponential"
247.896,1.00460152382044,"exponential"
247.932,1.00459231179075,"exponential"
247.968,1.0045831181667,"exponential"
248.004,1.00457394291152,"exponential"
248.04,1.00456478598852,"exponential"
248.076,1.00455564736106,"exponential"
248.112,1.00454652699259,"exponential"
248.148,1.00453742484663,"exponential"
248.184,1.00452834088677,"exponential"
248.22,1.00451927507667,"exponential"
248.256,1.00451022738007,"exponential"
248.292,1.00450119776078,"exponential"
248.328,1.00449218618269,"exponential"
248.364,1.00448319260974,"exponential"
248.4,1.00447421700596,"exponential"
248.436,1.00446525933545,"exponential"
248.472,1.00445631956237,"exponential"
248.508,1.00444739765098,"exponential"
248.544,1.00443849356557,"exponential"
248.58,1.00442960727054,"exponential"
248.616,1.00442073873034,"exponential"
248.652,1.0044118879095,"exponential"
248.688,1.0044030547726,"exponential"
248.724,1.00439423928433,"exponential"
248.76,1.00438544140941,"exponential"
248.796,1.00437666111266,"exponential"
248.832,1.00436789835895,"exponential"
248.868,1.00435915311324,"exponential"
248.904,1.00435042534054,"exponential"
248.94,1.00434171500594,"exponential"
248.976,1.0043330220746,"exponential"
249.012,1.00432434651175,"exponential"
249.048,1.00431568828269,"exponential"
249.084,1.00430704735278,"exponential"
249.12,1.00429842368745,"exponential"
249.156,1.00428981725223,"exponential"
249.192,1.00428122801267,"exponential"
249.228,1.00427265593442,"exponential"
249.264,1.0042641009832,"exponential"
249.3,1.00425556312478,"exponential"
249.336,1.00424704232502,"exponential"
249.372,1.00423853854982,"exponential"
249.408,1.00423005176518,"exponential"
249.444,1.00422158193715,"exponential"
249.48,1.00421312903184,"exponential"
249.516,1.00420469301545,"exponential"
249.552,1.00419627385423,"exponential"
249.588,1.0041878715145,"exponential"
249.624,1.00417948596267,"exponential"
249.66,1.00417111716517,"exponential"
249.696,1.00416276508855,"exponential"
249.732,1.00415442969938,"exponential"
249.768,1.00414611096433,"exponential"
249.804,1.00413780885013,"exponential"
249.84,1.00412952332356,"exponential"
249.876,1.00412125435149,"exponential"
249.912,1.00411300190083,"exponential"
249.948,1.00410476593858,"exponential"
249.984,1.00409654643179,"exponential"
250.02,1.00408834334759,"exponential"
250.056,1.00408015665316,"exponential"
250.092,1.00407198631576,"exponential"
250.128,1.00406383230271,"exponential"
250.164,1.00405569458138,"exponential"
250.2,1.00404757311923,"exponential"
250.236,1.00403946788377,"exponential"
250.272,1.00403137884259,"exponential"
250.308,1.00402330596332,"exponential"
250.344,1.00401524921367,"exponential"
250.38,1.00400720856142,"exponential"
250.416,1.0039991839744,"exponential"
250.452,1.00399117542052,"exponential"
250.488,1.00398318286774,"exponential"
250.524,1.00397520628409,"exponential"
250.56,1.00396724563767,"exponential"
250.596,1.00395930089662,"exponential"
250.632,1.00395137202919,"exponential"
250.668,1.00394345900363,"exponential"
250.704,1.00393556178832,"exponential"
250.74,1.00392768035165,"exponential"
250.776,1.0039198146621,"exponential"
250.812,1.00391196468821,"exponential"
250.848,1.00390413039858,"exponential"
250.884,1.00389631176187,"exponential"
250.92,1.00388850874681,"exponential"
250.956,1.00388072132218,"exponential"
250.992,1.00387294945683,"exponential"
251.028,1.00386519311969,"exponential"
251.064,1.00385745227971,"exponential"
251.1,1.00384972690594,"exponential"
251.136,1.00384201696749,"exponential"
251.172,1.00383432243349,"exponential"
251.208,1.00382664327319,"exponential"
251.244,1.00381897945586,"exponential"
251.28,1.00381133095085,"exponential"
251.316,1.00380369772756,"exponential"
251.352,1.00379607975546,"exponential"
251.388,1.00378847700408,"exponential"
251.424,1.003780889443,"exponential"
251.46,1.00377331704188,"exponential"
251.496,1.00376575977044,"exponential"
251.532,1.00375821759842,"exponential"
251.568,1.00375069049568,"exponential"
251.604,1.0037431784321,"exponential"
251.64,1.00373568137764,"exponential"
251.676,1.0037281993023,"exponential"
251.712,1.00372073217615,"exponential"
251.748,1.00371327996933,"exponential"
251.784,1.00370584265203,"exponential"
251.82,1.00369842019451,"exponential"
251.856,1.00369101256706,"exponential"
251.892,1.00368361974006,"exponential"
251.928,1.00367624168394,"exponential"
251.964,1.00366887836918,"exponential"
252,1.00366152976634,"exponential"
252.036,1.00365419584602,"exponential"
252.072,1.00364687657888,"exponential"
252.108,1.00363957193564,"exponential"
252.144,1.00363228188709,"exponential"
252.18,1.00362500640407,"exponential"
252.216,1.00361774545747,"exponential"
252.252,1.00361049901826,"exponential"
252.288,1.00360326705744,"exponential"
252.324,1.00359604954608,"exponential"
252.36,1.00358884645533,"exponential"
252.396,1.00358165775635,"exponential"
252.432,1.00357448342041,"exponential"
252.468,1.0035673234188,"exponential"
252.504,1.00356017772289,"exponential"
252.54,1.00355304630408,"exponential"
252.576,1.00354592913386,"exponential"
252.612,1.00353882618376,"exponential"
252.648,1.00353173742535,"exponential"
252.684,1.0035246628303,"exponential"
252.72,1.0035176023703,"exponential"
252.756,1.0035105560171,"exponential"
252.792,1.00350352374253,"exponential"
252.828,1.00349650551845,"exponential"
252.864,1.0034895013168,"exponential"
252.9,1.00348251110954,"exponential"
252.936,1.00347553486873,"exponential"
252.972,1.00346857256646,"exponential"
