"angle","price","type"
16.56,1.00001368678002,"exponential"
16.596,1.00001373239633,"exponential"
16.632,1.00001377810398,"exponential"
16.668,1.00001382390312,"exponential"
16.704,1.00001386979396,"exponential"
16.74,1.00001391577667,"exponential"
16.776,1.00001396185144,"exponential"
16.812,1.00001400801845,"exponential"
16.848,1.00001405427789,"exponential"
16.884,1.00001410062994,"exponential"
16.92,1.00001414707478,"exponential"
16.956,1.00001419361261,"exponential"
16.992,1.00001424024361,"exponential"
17.028,1.00001428696796,"exponential"
17.064,1.00001433378585,"exponential"
17.1,1.00001438069748,"exponential"
17.136,1.00001442770302,"exponential"
17.172,1.00001447480266,"exponential"
17.208,1.0000145219966,"exponential"
17.244,1.00001456928503,"exponential"
17.28,1.00001461666812,"exponential"
17.316,1.00001466414607,"exponential"
17.352,1.00001471171908,"exponential"
17.388,1.00001475938732,"exponential"
17.424,1.000014807151,"exponential"
17.46,1.0000148550103,"exponential"
17.496,1.00001490296542,"exponential"
17.532,1.00001495101654,"exponential"
17.568,1.00001499916386,"exponential"
17.604,1.00001504740757,"exponential"
17.64,1.00001509574787,"exponential"
17.676,1.00001514418494,"exponential"
17.712,1.00001519271899,"exponential"
17.748,1.00001524135019,"exponential"
17.784,1.00001529007876,"exponential"
17.82,1.00001533890489,"exponential"
17.856,1.00001538782876,"exponential"
17.892,1.00001543685058,"exponential"
17.928,1.00001548597054,"exponential"
17.964,1.00001553518884,"exponential"
18,1.00001558450567,"exponential"
18.036,1.00001563392124,"exponential"
18.072,1.00001568343574,"exponential"
18.108,1.00001573304936,"exponential"
18.144,1.00001578276231,"exponential"
18.18,1.00001583257479,"exponential"
18.216,1.00001588248699,"exponential"
18.252,1.00001593249911,"exponential"
18.288,1.00001598261136,"exponential"
18.324,1.00001603282394,"exponential"
18.36,1.00001608313704,"exponential"
18.396,1.00001613355087,"exponential"
18.432,1.00001618406562,"exponential"
18.468,1.00001623468151,"exponential"
18.504,1.00001628539873,"exponential"
18.54,1.00001633621748,"exponential"
18.576,1.00001638713798,"exponential"
18.612,1.00001643816041,"exponential"
18.648,1.000016489285,"exponential"
18.684,1.00001654051193,"exponential"
18.72,1.00001659184143,"exponential"
18.756,1.00001664327368,"exponential"
18.792,1.0000166948089,"exponential"
18.828,1.0000167464473,"exponential"
18.864,1.00001679818907,"exponential"
18.9,1.00001685003443,"exponential"
18.936,1.00001690198359,"exponential"
18.972,1.00001695403675,"exponential"
19.008,1.00001700619412,"exponential"
19.044,1.00001705845591,"exponential"
19.08,1.00001711082233,"exponential"
19.116,1.00001716329358,"exponential"
19.152,1.00001721586988,"exponential"
19.188,1.00001726855144,"exponential"
19.224,1.00001732133847,"exponential"
19.26,1.00001737423118,"exponential"
19.296,1.00001742722978,"exponential"
19.332,1.00001748033448,"exponential"
19.368,1.0000175335455,"exponential"
19.404,1.00001758686304,"exponential"
19.44,1.00001764028733,"exponential"
19.476,1.00001769381858,"exponential"
19.512,1.00001774745699,"exponential"
19.548,1.00001780120279,"exponential"
19.584,1.00001785505619,"exponential"
19.62,1.0000179090174,"exponential"
19.656,1.00001796308664,"exponential"
19.692,1.00001801726413,"exponential"
19.728,1.00001807155008,"exponential"
19.764,1.00001812594471,"exponential"
19.8,1.00001818044824,"exponential"
19.836,1.00001823506089,"exponential"
19.872,1.00001828978287,"exponential"
19.908,1.00001834461441,"exponential"
19.944,1.00001839955571,"exponential"
19.98,1.00001845460701,"exponential"
20.016,1.00001850976853,"exponential"
20.052,1.00001856504047,"exponential"
20.088,1.00001862042308,"exponential"
20.124,1.00001867591655,"exponential"
20.16,1.00001873152113,"exponential"
20.196,1.00001878723702,"exponential"
20.232,1.00001884306446,"exponential"
20.268,1.00001889900367,"exponential"
20.304,1.00001895505486,"exponential"
20.34,1.00001901121827,"exponential"
20.376,1.00001906749412,"exponential"
20.412,1.00001912388264,"exponential"
20.448,1.00001918038404,"exponential"
20.484,1.00001923699856,"exponential"
20.52,1.00001929372642,"exponential"
20.556,1.00001935056785,"exponential"
20.592,1.00001940752308,"exponential"
20.628,1.00001946459234,"exponential"
20.664,1.00001952177584,"exponential"
20.7,1.00001957907383,"exponential"
20.736,1.00001963648652,"exponential"
20.772,1.00001969401416,"exponential"
20.808,1.00001975165697,"exponential"
20.844,1.00001980941518,"exponential"
20.88,1.00001986728902,"exponential"
20.916,1.00001992527872,"exponential"
20.952,1.00001998338452,"exponential"
20.988,1.00002004160665,"exponential"
21.024,1.00002009994534,"exponential"
21.06,1.00002015840082,"exponential"
21.096,1.00002021697333,"exponential"
21.132,1.00002027566311,"exponential"
21.168,1.00002033447038,"exponential"
21.204,1.00002039339538,"exponential"
21.24,1.00002045243835,"exponential"
21.276,1.00002051159952,"exponential"
21.312,1.00002057087914,"exponential"
21.348,1.00002063027743,"exponential"
21.384,1.00002068979464,"exponential"
21.42,1.000020749431,"exponential"
21.456,1.00002080918675,"exponential"
21.492,1.00002086906214,"exponential"
21.528,1.00002092905739,"exponential"
21.564,1.00002098917276,"exponential"
21.6,1.00002104940848,"exponential"
21.636,1.00002110976479,"exponential"
21.672,1.00002117024193,"exponential"
21.708,1.00002123084015,"exponential"
21.744,1.00002129155968,"exponential"
21.78,1.00002135240078,"exponential"
21.816,1.00002141336368,"exponential"
21.852,1.00002147444863,"exponential"
21.888,1.00002153565587,"exponential"
21.924,1.00002159698564,"exponential"
21.96,1.0000216584382,"exponential"
21.996,1.00002172001379,"exponential"
22.032,1.00002178171265,"exponential"
22.068,1.00002184353504,"exponential"
22.104,1.00002190548119,"exponential"
22.14,1.00002196755136,"exponential"
22.176,1.00002202974579,"exponential"
22.212,1.00002209206473,"exponential"
22.248,1.00002215450844,"exponential"
22.284,1.00002221707716,"exponential"
22.32,1.00002227977115,"exponential"
22.356,1.00002234259064,"exponential"
22.392,1.0000224055359,"exponential"
22.428,1.00002246860718,"exponential"
22.464,1.00002253180473,"exponential"
22.5,1.0000225951288,"exponential"
22.536,1.00002265857964,"exponential"
22.572,1.00002272215751,"exponential"
22.608,1.00002278586267,"exponential"
22.644,1.00002284969536,"exponential"
22.68,1.00002291365585,"exponential"
22.716,1.00002297774438,"exponential"
22.752,1.00002304196122,"exponential"
22.788,1.00002310630662,"exponential"
22.824,1.00002317078085,"exponential"
22.86,1.00002323538415,"exponential"
22.896,1.00002330011678,"exponential"
22.932,1.00002336497901,"exponential"
22.968,1.0000234299711,"exponential"
23.004,1.00002349509329,"exponential"
23.04,1.00002356034587,"exponential"
23.076,1.00002362572908,"exponential"
23.112,1.00002369124318,"exponential"
23.148,1.00002375688845,"exponential"
23.184,1.00002382266514,"exponential"
23.22,1.00002388857351,"exponential"
23.256,1.00002395461383,"exponential"
23.292,1.00002402078636,"exponential"
23.328,1.00002408709138,"exponential"
23.364,1.00002415352913,"exponential"
23.4,1.00002422009989,"exponential"
23.436,1.00002428680393,"exponential"
23.472,1.00002435364151,"exponential"
23.508,1.0000244206129,"exponential"
23.544,1.00002448771836,"exponential"
23.58,1.00002455495817,"exponential"
23.616,1.0000246223326,"exponential"
23.652,1.00002468984191,"exponential"
23.688,1.00002475748637,"exponential"
23.724,1.00002482526625,"exponential"
23.76,1.00002489318183,"exponential"
23.796,1.00002496123338,"exponential"
23.832,1.00002502942117,"exponential"
23.868,1.00002509774547,"exponential"
23.904,1.00002516620656,"exponential"
23.94,1.0000252348047,"exponential"
23.976,1.00002530354018,"exponential"
24.012,1.00002537241326,"exponential"
24.048,1.00002544142424,"exponential"
24.084,1.00002551057337,"exponential"
24.12,1.00002557986093,"exponential"
24.156,1.00002564928721,"exponential"
24.192,1.00002571885249,"exponential"
24.228,1.00002578855703,"exponential"
24.264,1.00002585840112,"exponential"
24.3,1.00002592838504,"exponential"
24.336,1.00002599850907,"exponential"
24.372,1.00002606877348,"exponential"
24.408,1.00002613917856,"exponential"
24.444,1.0000262097246,"exponential"
24.48,1.00002628041187,"exponential"
24.516,1.00002635124065,"exponential"
24.552,1.00002642221124,"exponential"
24.588,1.00002649332391,"exponential"
24.624,1.00002656457894,"exponential"
24.66,1.00002663597663,"exponential"
24.696,1.00002670751726,"exponential"
24.732,1.00002677920111,"exponential"
24.768,1.00002685102847,"exponential"
24.804,1.00002692299963,"exponential"
24.84,1.00002699511487,"exponential"
24.876,1.00002706737449,"exponential"
24.912,1.00002713977878,"exponential"
24.948,1.00002721232802,"exponential"
24.984,1.0000272850225,"exponential"
25.02,1.00002735786252,"exponential"
25.056,1.00002743084836,"exponential"
25.092,1.00002750398032,"exponential"
25.128,1.00002757725869,"exponential"
25.164,1.00002765068377,"exponential"
25.2,1.00002772425584,"exponential"
25.236,1.0000277979752,"exponential"
25.272,1.00002787184215,"exponential"
25.308,1.00002794585698,"exponential"
25.344,1.00002802001999,"exponential"
25.38,1.00002809433147,"exponential"
25.416,1.00002816879172,"exponential"
25.452,1.00002824340105,"exponential"
25.488,1.00002831815974,"exponential"
25.524,1.0000283930681,"exponential"
25.56,1.00002846812642,"exponential"
25.596,1.00002854333502,"exponential"
25.632,1.00002861869418,"exponential"
25.668,1.0000286942042,"exponential"
25.704,1.00002876986541,"exponential"
25.74,1.00002884567808,"exponential"
25.776,1.00002892164253,"exponential"
25.812,1.00002899775906,"exponential"
25.848,1.00002907402798,"exponential"
25.884,1.00002915044959,"exponential"
25.92,1.00002922702419,"exponential"
25.956,1.0000293037521,"exponential"
25.992,1.00002938063362,"exponential"
26.028,1.00002945766905,"exponential"
26.064,1.00002953485871,"exponential"
26.1,1.0000296122029,"exponential"
26.136,1.00002968970193,"exponential"
26.172,1.00002976735612,"exponential"
26.208,1.00002984516577,"exponential"
26.244,1.0000299231312,"exponential"
26.28,1.00003000125271,"exponential"
26.316,1.00003007953063,"exponential"
26.352,1.00003015796525,"exponential"
26.388,1.00003023655691,"exponential"
26.424,1.0000303153059,"exponential"
26.46,1.00003039421255,"exponential"
26.496,1.00003047327717,"exponential"
26.532,1.00003055250007,"exponential"
26.568,1.00003063188158,"exponential"
26.604,1.00003071142202,"exponential"
26.64,1.00003079112169,"exponential"
26.676,1.00003087098092,"exponential"
26.712,1.00003095100003,"exponential"
26.748,1.00003103117934,"exponential"
26.784,1.00003111151917,"exponential"
26.82,1.00003119201984,"exponential"
26.856,1.00003127268167,"exponential"
26.892,1.00003135350498,"exponential"
26.928,1.00003143449011,"exponential"
26.964,1.00003151563736,"exponential"
27,1.00003159694708,"exponential"
27.036,1.00003167841957,"exponential"
27.072,1.00003176005518,"exponential"
27.108,1.00003184185421,"exponential"
27.144,1.00003192381701,"exponential"
27.18,1.0000320059439,"exponential"
27.216,1.00003208823521,"exponential"
27.252,1.00003217069127,"exponential"
27.288,1.0000322533124,"exponential"
27.324,1.00003233609894,"exponential"
27.36,1.00003241905122,"exponential"
27.396,1.00003250216957,"exponential"
27.432,1.00003258545432,"exponential"
27.468,1.00003266890581,"exponential"
27.504,1.00003275252436,"exponential"
27.54,1.00003283631033,"exponential"
27.576,1.00003292026403,"exponential"
27.612,1.00003300438581,"exponential"
27.648,1.000033088676,"exponential"
27.684,1.00003317313494,"exponential"
27.72,1.00003325776296,"exponential"
27.756,1.00003334256041,"exponential"
27.792,1.00003342752763,"exponential"
27.828,1.00003351266495,"exponential"
27.864,1.00003359797271,"exponential"
27.9,1.00003368345126,"exponential"
27.936,1.00003376910094,"exponential"
27.972,1.0000338549221,"exponential"
