GEOID;name;income;jobs;wage;population;percapjobs;price;Intercept;income.1;wage.1;percapjobs.1;residual;Local_R2
05091;Miller;31994;20806;33014;43326;0.48022;2.08790222592441;2.19226454215879;-2.87445920411545e-06;9.94199370532881e-07;-0.0536791638165225;-0.0194415584287135;0.493820435542957
05139;Union;40629;26180;39521;43005;0.608766;2.10684327280483;1.95463238035554;-9.98932322394931e-07;6.0793260090714e-06;-0.0370384071796678;-0.0249168064434997;0.235932580170566
06001;Alameda;49757;914221;59785;1470326;0.621781;2.87020292020432;2.92702773132211;1.41800060897819e-05;9.03454315867426e-06;-2.18763870742072;0.0577226462703573;0.703277451889721
06003;Alpine;42000;1037;31897;1057;0.981079;0;2.48681337941504;4.41617581059736e-06;2.05297080976412e-05;-1.63447769497791;-1.72357712013935;0.402010418422927
06023;Humboldt;33329;72712;33977;128852;0.564306;2.95671654841281;2.77840481071227;7.8907070200955e-06;9.54058979965391e-06;-1.43196964767416;0.399230807805342;0.635701714756755
06033;Lake;32099;23762;34746;65092;0.365053;2.81095616226994;2.97886598912202;1.36354447188012e-05;7.22627967439347e-06;-2.04635059475834;-0.109651856779035;0.715001040467413
06037;Los Angeles;42265;5807134;52810;9779254;0.593822;2.93765737357681;2.17706864360323;-4.18267560764614e-06;2.30792445751682e-05;-0.616380702474566;0.0845750300209653;0.5190984276422
06057;Nevada;45708;58905;38977;97297;0.605414;2.9171455760898;2.93410985782365;1.96526973748085e-05;9.74564921482371e-06;-2.70620269697515;0.343267056798725;0.499506198083993
06081;San Mateo;73839;491159;72554;708100;0.693629;2.97759154433506;2.89858502857632;1.25937107239056e-05;8.78698165421211e-06;-1.97322894091863;-0.119742340262981;0.706836640423616
06085;Santa Clara;59227;1185984;81571;1755849;0.675448;2.8781181788427;2.91580987975135;1.32442587004834e-05;9.35157059227814e-06;-2.1094206025676;-0.160122448581818;0.66311609902821
06115;Yuba;27099;27052;43736;72865;0.371262;2.62620902928235;3.05914685376424;2.05054977221538e-05;7.80344622705485e-06;-2.82444261690888;-0.281299616602178;0.58939465458735
08013;Boulder;50058;241178;52845;300452;0.802717;2.13209363150286;1.96322557628993;6.78609040119936e-06;-4.59097084577125e-06;0.228282986881896;-0.111466838126394;0.220046128503722
08029;Delta;29909;16305;31206;30834;0.528799;2.3803232789063;2.17608255047026;1.63260540675967e-05;-7.40344141198131e-06;-0.270247020920181;0.0898829244461488;0.326592343663379
08059;Jefferson;47556;273136;46819;533295;0.512167;2.15728086754232;2.09227160371958;7.12255157276601e-06;-6.44086828482567e-06;0.15277813316942;-0.0504037046754542;0.223022156582543
08091;Ouray;44650;3401;31582;4588;0.741282;2.56663378684807;2.18445861670698;1.95295201080946e-05;-8.08012394221659e-06;-0.425883199182192;0.0810681213139217;0.285666206580119
09009;New Haven;46918;502148;47853;845573;0.593855;2.39907551627625;2.24182405678078;3.00083675278987e-06;4.3145770621942e-07;-7.56813566134853e-05;-0.0041434011356154;0.785011481751563
11001;District of Columbia;66316;814340;74771;590074;1.380064;2.5198352087648;2.17310827854262;1.57730346725186e-06;5.99984609674151e-07;1.60435571624757e-05;0.197242883102288;0.608535629628812
12009;Brevard;37035;281209;43653;536314;0.524336;2.24300444948272;2.19199990783936;2.57624605626588e-06;-2.62113016990971e-07;-0.0202906757438573;-0.0223255797629109;0.265287083830293
12039;Gadsden;26691;19361;32698;47450;0.40803;2.27827369076728;1.87568296553058;3.66827977274053e-06;7.61249229708755e-06;-0.0724770645448306;0.0853402133385415;0.123261495198144
12055;Highlands;27304;39318;29717;99034;0.397015;2.3126740312974;2.33029274914579;2.21728298334847e-06;-3.59677362378451e-06;0.0208207044856267;0.0204597773609065;0.50522142600214
12065;Jefferson;29495;5267;30320;13982;0.376699;2.3923395168363;1.67369500523734;1.15448938916809e-05;1.25433895467813e-05;-0.445789850929591;0.165740886260747;0.123996887729667
12073;Leon;35900;185796;39606;264597;0.702185;2.28406765371533;1.76920318345221;7.58086221298188e-06;1.04016278919584e-05;-0.262757686560397;0.0152491486655837;0.122632378286459
12107;Putnam;25712;22816;33975;73455;0.310612;2.2541822553366;1.95077372031368;3.85085058977201e-06;1.0825715641586e-05;-0.49661468447772;-0.0091537438891871;0.128008353789466
12117;Seminole;43439;239299;40724;410658;0.582721;2.18827407040787;2.12742278445774;2.90615722447105e-06;4.15597882443559e-06;-0.266212034222869;-0.0795100165756017;0.192090791978313
12123;Taylor;25233;9119;34853;21390;0.426321;2.30536156304024;1.76106246399397;9.37136769393406e-06;1.25987984616082e-05;-0.515588279022692;0.0885315659440358;0.122986508955266
12133;Washington;23560;9209;30728;23994;0.383804;2.31646915333371;2.02310114410679;-1.71198367459632e-06;4.06766281010176e-06;0.144365369037126;0.153303195673678;0.132630649325541
13009;Baldwin;27445;25757;29783;46950;0.548605;2.08592853190875;2.26078661134432;-1.47819201138706e-06;1.00619969787883e-06;-0.148276133243488;-0.0829117172069349;0.166611016688606
13013;Barrow;27357;27093;33262;70255;0.385638;2.18135572262082;2.20027665496112;-4.15634954056724e-07;-1.56086790128307e-07;0.00677241645356935;-0.00497034922524353;0.214473272561786
13027;Brooks;28165;4676;27163;16481;0.283721;2.17459236424394;1.53361837335341;1.8323366595521e-05;1.23653752800071e-05;-0.554357832457978;-0.0537013594203359;0.128903138554208
13073;Columbia;42639;48857;33958;110491;0.442181;2.07082862110079;2.42496535321158;-2.34129841985475e-06;-5.43784089797404e-06;-0.065726655193099;-0.0405848294532594;0.39947212568649
13103;Effingham;31889;15600;34954;52110;0.299367;2.13178662404271;2.26775400963874;3.51678051742994e-07;-2.58471313622911e-06;-0.0812549966972772;-0.0325109194280389;0.235933937198667
13149;Heard;26406;4347;46878;11561;0.376006;2.1868830792863;1.98462954628344;1.6343363183483e-06;2.57083011220164e-06;0.0530364244897845;0.0186398603540656;0.228613881823903
13179;Liberty;28104;40631;45732;58871;0.69017;2.1833789529223;2.14711015364825;3.70173269361524e-06;-2.00063883879314e-08;-0.189328420419738;0.0638190317275362;0.14767849178955
13189;McDuffie;30710;10702;30820;21781;0.491346;2.21470219593716;2.40546916393613;-2.20039463812279e-06;-4.28862628014056e-06;-0.0941495949025505;0.0552426401487027;0.35312765339414
13205;Mitchell;24614;11393;26238;23989;0.474926;2.15580436305134;1.83234673107047;9.02915818477746e-06;1.58754895438535e-06;0.0679231105320861;0.0273013717630368;0.127234907112327
13229;Pierce;25959;7073;28836;18176;0.38914;2.150345718398;1.93597946230376;9.6492706059187e-06;4.09131856235937e-06;-0.385239067478667;-0.00418449091035589;0.132716304859939
13267;Tattnall;24810;9116;26957;23263;0.391867;2.18693029592789;2.15322151574371;4.15895899717325e-06;-3.02014618148673e-07;-0.203424905568411;0.0183819229961286;0.146852040790142
13291;Union;29864;11354;29795;21175;0.536198;2.19213210675844;2.17206622762848;2.3289726984461e-06;-4.24056210681979e-06;0.126446657142148;0.00906054176995985;0.400516631864121
13305;Wayne;27511;12798;36015;29535;0.433316;2.13259780327677;2.03568108851696;6.86013790197479e-06;2.09228671938812e-06;-0.287122562151609;-0.0427514451188911;0.132356853925898
13319;Wilkinson;25157;3980;39744;10013;0.397483;2.2595681975682;2.23458937618532;-8.30451127036534e-07;1.47212030827737e-06;-0.175724647758834;0.0572100910186881;0.15527784462709
16015;Boise;32549;2815;25207;7565;0.372108;2.3660202020202;2.1614731106488;-2.50358613623386e-06;1.25458116377217e-05;-0.176669965633628;0.0355343501396272;0.204075975037099
16025;Camas;36060;758;29722;1106;0.685353;0;2.15682320913386;-1.11385214438676e-06;9.00413210234722e-06;-0.109420444876357;-2.30928688499589;0.155694353918644
16033;Clark;43579;907;34126;963;0.941848;2.43896551724138;2.26945496619211;6.28305470875795e-08;1.91772895311927e-06;0.00104512873439171;0.100343687975363;0.231354685485718
16039;Elmore;30180;14844;36351;29143;0.50935;2.34706277884529;2.14790370505894;-2.06827070512726e-06;1.12126089739909e-05;-0.146453553739465;-0.0714139475492597;0.167253382975099
16041;Franklin;26634;5945;25664;12489;0.476019;2.32509349612462;2.32534976879339;2.16670531977472e-07;-7.27985857881769e-07;0.0470335827587366;-0.00973292559200445;0.356527935248753
16043;Fremont;24105;5405;28867;12651;0.427239;2.48169494540871;2.31089705307764;4.08672774409688e-08;4.44978848305722e-08;0.030371697312982;0.155552292578654;0.315465733368143
16061;Lewis;38190;2275;24644;3641;0.624828;2.48152777777778;2.23461008913675;-3.40602252008108e-06;1.65576277136706e-05;-0.294747500903436;0.153114002801716;0.479551702314258
16085;Valley;39294;7355;30474;8924;0.824182;2.52071060086831;2.17568817631278;-2.30062019941687e-06;1.29863983185317e-05;-0.194007950406732;0.199573352894604;0.26321238274406
17003;Alexander;23798;2794;33474;8112;0.344428;2.47375;1.99846968373854;1.44508951078709e-05;1.12034103966738e-06;-0.692310150719904;0.332326619114674;0.264366280491538
17031;Cook;46475;3369560;56107;5256705;0.641002;2.52859278686391;2.0691621425428;2.63412480741964e-06;2.52494681764892e-06;-0.050812153694258;0.227913194940786;0.53808674152167
17043;DuPage;55246;743791;54562;927382;0.802033;2.33512641620795;2.07342724570413;2.9738656962989e-06;1.80778707917114e-06;-0.0277945604077643;0.0210606622998766;0.536797059516236
17097;Lake;55804;456695;57357;707622;0.645394;2.28217801874088;2.11569498134345;1.80850283618558e-06;1.64053467819262e-06;0.000754221001936754;-0.0290215721194897;0.597892171649107
17115;Macon;39147;67919;43049;108326;0.626987;2.20011552137718;2.11149054672648;1.26945898611362e-05;-6.69140827929926e-06;-0.250312719443087;0.0366711213978244;0.509818397436353
17161;Rock Island;38376;97292;48168;146661;0.66338;2.27509640796713;2.11570634176822;5.49146061724911e-06;-3.06414499700458e-06;0.0793010450834082;0.0436367824796458;0.474259017159839
17197;Will;38716;258956;41374;679069;0.38134;2.30162923447379;2.06105006342107;3.88285662378321e-06;1.74117458785098e-06;-0.0780845685821361;0.0479879059917017;0.484644573588532
18027;Daviess;31160;17049;31029;30318;0.562339;2.15181296907717;2.0021655371861;5.44690688081472e-06;1.07002778386144e-06;-0.0947036556552363;-2.45196030448369e-05;0.177693666458334
18061;Harrison;32026;16873;31509;37236;0.453137;2.25892195032976;2.04286456516725;4.40879876729504e-06;1.23574526295806e-06;-0.0942702943711484;0.0786414567310301;0.300033151710178
18123;Perry;29511;8975;33111;18862;0.475824;2.2274871685408;1.99773916620763;5.41207068470175e-06;1.45969433598255e-06;-0.109374294307074;0.0737433594125854;0.224803577326634
18147;Spencer;33415;10359;33343;20048;0.51671;2.22662670387675;1.90573828735196;7.85186096234888e-06;2.2378148425853e-06;-0.148108066348692;0.0604319411346084;0.196915736388727
18157;Tippecanoe;30220;101289;37805;165284;0.612818;2.17907150137369;2.1840005331019;9.09947427986651e-07;6.69956066597497e-07;-0.106722085060426;0.00764588262287713;0.363693585762211
19041;Clay;38863;12971;32302;16617;0.780586;2.57797638709474;1.9668940191606;1.08043587840832e-05;-6.16607939071817e-06;0.221328843849823;0.217603072081942;0.487473968781146
19045;Clinton;35069;32008;32603;49062;0.652399;2.18505445262441;2.17885496712169;3.19450179969284e-06;-2.59556665805824e-06;0.0963949589965319;-0.0840932132124159;0.539967056429084
19111;Lee;31735;21720;34800;35484;0.612107;2.2058929779174;1.97390762405272;1.01377790495402e-05;-3.28000419367264e-06;0.0401536341197265;-0.000171238852794353;0.381332311676648
19135;Monroe;35001;5114;37651;7573;0.675294;2.39898809523809;1.52519416903759;1.43626858127473e-05;1.45845722470193e-05;-0.297618093815773;0.0229415434412394;0.251304390295547
20025;Clark;35200;1743;27705;2079;0.838384;2.19;2.09116131158863;-5.33629622246867e-06;-7.8359853807537e-07;0.371042620451504;-0.00269028336496913;0.148266439458154
20067;Grant;35831;5195;38734;7338;0.707959;2.26087787531133;2.06751500643651;-1.18539269523038e-05;-1.2766251986382e-06;0.715657822929314;0.160893329283655;0.162315664568329
20095;Kingman;37100;5569;30975;7637;0.729213;2.12476037631959;2.28518764981655;-3.41231000493185e-06;-3.4880562403235e-06;0.144296231471327;-0.0310107181098731;0.131763275713964
20199;Wallace;46695;1066;26206;1395;0.764158;2.29356973995272;1.40814841928951;-1.45923800634056e-05;8.08846600124025e-06;1.22850396085875;0.416075037973532;0.235335741532743
21007;Ballard;34579;4476;43834;8200;0.545854;2.17122610322633;1.79719448266359;1.43065561143554e-05;7.23560219561462e-06;-0.67332983229403;-0.0703003876811037;0.200507850969704
21017;Bourbon;31871;10682;32588;19732;0.541354;2.13256788165435;2.17924337837874;-1.56951614349421e-06;3.84177721870856e-06;-0.148421861674534;-0.0415005152134014;0.242555640556792
21031;Butler;22276;4530;28770;13358;0.339123;2.13674510537116;2.03196833788552;3.34402669641419e-06;1.46688947243231e-06;-0.0978525218312061;0.0212668594354057;0.298967492894171
21065;Estill;21740;4089;26372;14899;0.274448;2.12193347886709;2.15539884182753;-2.10535351444434e-06;5.24336527671094e-06;-0.178570405272594;-0.0769647160475944;0.360100364330939
21069;Fleming;22057;6350;26862;14722;0.431327;2.18154976454791;2.22952690971141;-4.13214468349842e-06;4.14888482298245e-06;-0.116819207901839;-0.0178944955078584;0.275379943166321
21099;Hart;21831;8155;26591;18451;0.441981;2.16711375515476;2.11016870832629;1.72178804879867e-06;1.00671726030258e-06;-0.0853070386537716;0.0302911635176688;0.45949753522562
21125;Laurel;25462;31218;30932;57385;0.54401;2.05597171779941;2.16803376870952;-2.31732003390468e-06;3.3907857786769e-06;-0.126689530644113;-0.0890218623471557;0.483922145092243
21127;Lawrence;22375;4899;33291;16467;0.297504;2.35401570951884;2.12121318245245;-6.23528902164854e-06;7.86594138301856e-06;-0.00787125201051843;0.112793793301837;0.17334022104436
21131;Leslie;24143;2867;36161;11577;0.247646;2.31217462225275;2.11770837007605;-5.41938007224165e-06;7.66380186602172e-06;-0.12996801028922;0.0803616638597022;0.459306614574508
21151;Madison;25665;42238;30152;82277;0.513363;2.19561496128499;2.13654891505747;-7.97176243926656e-07;4.7294189161823e-06;-0.182513735184394;0.0306199340026332;0.338119947814756
21179;Nelson;30899;20648;33560;43101;0.479061;2.13283114105096;2.05239709191587;3.25708087383915e-06;2.83715861974908e-06;-0.131293226113016;-0.052524071869517;0.359195306982705
21189;Owsley;23059;1374;25631;4652;0.295357;2.29909090909091;2.14482621111591;-3.54909387653629e-06;6.45381529669775e-06;-0.175598423682857;0.122549737428088;0.418919315873778
21195;Pike;29024;32035;37885;65314;0.490477;2.13035696373872;2.07406622957903;-6.6530793285753e-06;9.00993403225525e-06;-0.000322849942540034;-0.091793291748469;0.241834187215347
21217;Taylor;26639;14813;26756;24253;0.61077;2.08611484120608;2.10575621253769;1.56136173490474e-06;2.00908651826672e-06;-0.106847158815735;-0.0497305662805987;0.442158758748825
21239;Woodford;41954;15786;35299;24772;0.637252;2.14930155471204;2.1101125217247;1.14344243466718e-06;3.63184762690253e-06;-0.163089890244181;-0.0330541815608325;0.288355783320968
22011;Beauregard;27814;13893;36322;35099;0.395823;2.16447508308036;2.5874760055435;1.30354216046335e-07;-1.52890099276821e-05;0.0580275812720497;0.105732172663166;0.241472858380565
22013;Bienville;26391;6488;34380;14731;0.440432;2.13663246693473;2.12870821708255;-1.71715996214852e-06;5.2228942893895e-07;0.0174039785062932;0.0276202387848397;0.228996157001517
22021;Caldwell;26483;4173;28488;10424;0.400326;2.22151689494081;1.81235722568404;1.34738616542047e-06;4.67889679998946e-06;0.175535083863607;0.169913171417057;0.197419261679691
22029;Concordia;26452;8386;30015;18924;0.443141;2.10200448871862;1.79174545939913;2.36660105466353e-06;1.45399846348062e-06;0.37040846634969;0.0398727561534922;0.192777310006617
22033;East Baton Rouge;39794;304914;43158;431024;0.707418;2.07288807324988;1.92759439586154;2.42438937403562e-06;5.13316512544551e-07;0.167227470238084;-0.0916359099513118;0.195510722816873
22069;Natchitoches;28639;19417;30850;39050;0.497234;2.08368466754057;2.31304165932251;-1.65488982610622e-06;-5.2928914570655e-06;0.0376781806714021;-0.0374117730895773;0.217573724693637
22075;Plaquemines;45688;19349;53856;21138;0.915366;2.09748339854849;2.0482900987155;-5.91968217582025e-07;1.22391597136184e-06;0.0582759305614996;-0.0430198802501418;0.242138129012932
22077;Pointe Coupee;32569;9007;32839;22536;0.399672;2.16412651172035;2.0198928937095;9.06535719079633e-07;-1.67670508016371e-06;0.236826024548704;0.0751172434202099;0.191051969249491
22083;Richland;27240;8703;27917;20495;0.42464;2.1176093464495;1.58025307292911;1.87702968864191e-06;1.0773726494362e-05;0.197948054887377;0.101399200231305;0.200298092654574
22087;St. Bernard;35690;15647;45415;37669;0.415381;2.0656027438381;2.02199668775809;-3.76936323817439e-08;1.84307959292778e-06;0.0288856346021911;-0.0507506616797966;0.260511695723981
22099;St. Martin;28705;16972;30875;52114;0.325671;2.07508331902129;2.21088850075262;-2.5211371085523e-06;-3.8144373174129e-06;0.208092024005826;-0.0134347264052224;0.21250063820861
23015;Lincoln;37229;20278;29977;34720;0.584044;2.31425785374476;2.16482877841036;1.08683571165909e-05;-6.57425415309032e-06;4.62937758696766e-05;-0.0581396126140157;0.584142040722032
24003;Anne Arundel;54608;369020;53302;515328;0.716088;2.25842423218851;2.17313647110906;6.65071093281687e-07;1.74204262541063e-06;1.70286157262985e-05;-0.0438969911894875;0.659402288060927
24033;Prince George's;39447;442828;50417;830514;0.533198;2.32289154680665;2.15560167819569;1.2413849068356e-06;1.09643302014326e-06;1.49801983660662e-05;0.0630341072026388;0.601882439843196
24043;Washington;35130;80068;37790;145450;0.550485;2.33901576957863;2.25854058691631;-3.16309868277922e-06;5.48219021418103e-06;2.69317545695769e-05;-0.0155919543324607;0.773702067873553
25011;Franklin;40778;40901;35221;71877;0.569042;2.25468633681955;2.19440722885087;3.95927312644421e-06;-4.13849661606541e-07;-0.00670835018516245;-0.0827785996439556;0.706585687336309
25017;Middlesex;60093;1094873;63880;1487636;0.735982;2.31376222206029;1.93598298543289;9.6846801109236e-06;-6.38287645285375e-06;0.376457086039163;-0.0735297365673131;0.494599358366388
26099;Macomb;36462;398911;46300;830037;0.480594;2.27320934244396;2.27177857076712;-1.62926263219617e-06;3.25538621361299e-07;-1.3371966276026e-05;0.0457709340897141;0.589944256214551
26135;Oscoda;24064;3614;25130;8884;0.406799;2.4094214645692;2.44914287081286;4.90447159612244e-07;-4.66686109222677e-06;0.0484827788325603;0.046031946608788;0.875989853660189
26147;St. Clair;31956;68883;36120;168888;0.407862;2.29154475323874;2.30019092112849;-7.73760562992279e-07;-9.90261121935112e-07;1.11052622847906e-05;0.05184382697104;0.576462638341015
26153;Schoolcraft;29571;3751;34046;8174;0.458894;2.49651567020379;2.2441318520565;-6.19700702252873e-06;7.35972308670333e-06;0.0227146763235876;0.174642751923745;0.259577791715012
27053;Hennepin;56564;1070633;58011;1143863;0.93598;2.2680647139804;2.27478830939685;3.34594794889643e-06;-5.02307467063787e-06;0.0946892565124565;0.0067825392100147;0.755615118726016
27077;Lake of the Woods;30559;2554;27154;3964;0.644299;2.38914645858343;2.60038986080671;-1.96055049366949e-05;1.11967867133283e-05;-0.0331747905632343;0.105218161108566;0.277329622447038
27089;Marshall;43631;5039;32030;9312;0.54113;2.27164661654135;2.89157782315999;-2.7931826523626e-05;1.54775399549889e-05;-0.236965410942402;0.231245804498661;0.27457074536062
27101;Murray;43665;5232;26935;8427;0.620862;2.28653698338698;2.19477067530617;6.42739101113104e-06;-8.62950103968538e-06;0.207125187287282;-0.0850462679458546;0.482299740096079
27129;Renville;39844;8648;30796;15848;0.545684;2.25814771132351;2.25121143152681;3.81519008829436e-06;-5.25541528364594e-06;0.118287986415519;-0.0477782465853007;0.613829046009752
27139;Scott;40851;58680;40083;129220;0.454109;2.27993732820127;2.27034036323672;4.66703637391586e-06;-6.43527768366101e-06;0.111351092039074;0.0263235643931261;0.726558994821899
28007;Attala;25011;8355;30306;19700;0.424112;2.16890013416606;1.99035148500992;-7.15691370512933e-06;9.34880522132587e-06;0.019968938441755;0.065756260377217;0.265433200625353
28105;Oktibbeha;29068;27124;29883;44070;0.615475;2.07494509378981;2.15601853596121;-6.4199395242866e-06;3.85131735581462e-06;0.00593534717493359;-0.0132006144257373;0.426007253967402
28143;Tunica;30072;15734;33147;10526;1.494775;2.18091109380636;2.06052607635419;-3.55898372222994e-06;4.04491457126705e-06;0.0362088988191897;0.0392098359208197;0.378416427825121
28163;Yazoo;24402;9690;31958;28311;0.34227;2.11565999132091;1.71066439167123;-4.9074064665907e-06;1.37843887502083e-05;0.124039157082521;0.041769754273639;0.219580494543278
29023;Butler;32867;25851;30673;41247;0.626736;2.04286566320544;2.19213849484968;1.00418878828107e-05;-7.77892891947067e-06;-0.2958935423271;-0.0552693387977321;0.486142791956346
29029;Camden;32963;29931;28157;40711;0.735207;2.02939649736432;2.06571973535918;6.85492216745134e-06;-5.0132156130121e-06;-0.050805294682764;-0.0837725170971506;0.63396529608267
29031;Cape Girardeau;33913;55290;32815;73217;0.755152;2.06324459750804;2.22808873820155;1.93079335667522e-05;-1.10359891651961e-05;-0.692599507195971;0.065529795771182;0.402191489736672
29033;Carroll;32437;5416;30950;9705;0.558063;2.13049730757048;1.75595546923367;6.02407852668027e-06;7.94858385134715e-06;-0.116430379748823;-0.00189438001854958;0.225199157576552
29157;Perry;29013;12546;30142;18707;0.670658;2.06193940545282;2.39790522763816;2.44495748618622e-05;-2.04762064595872e-05;-0.749929406712236;0.0748186334991459;0.487132926523333
29189;St. Louis;54343;783143;49570;992331;0.789195;2.13995025329547;2.5260851481107;2.98374086159399e-05;-3.50895347692601e-05;-0.439017744934921;0.0782696564948826;0.644998159802491
29199;Scotland;26637;2573;25057;4788;0.537385;2.15226425748165;1.82730571377576;9.8127668133563e-06;3.5637644619781e-06;-0.0508230426812139;0.00159016876597295;0.257391649011353
29207;Stoddard;31416;15179;29069;29387;0.516521;2.09072234552486;2.15337983650201;1.07164880287653e-05;-4.52224315937251e-06;-0.448427613942895;-0.0362473129076482;0.398631816319206
30013;Cascade;36533;52296;33481;82022;0.637585;2.23062790586462;2.37499702593301;-1.3759390730569e-07;-2.88852282769616e-06;0.0719493618503644;-0.088505602934061;0.483519205892511
30015;Chouteau;39374;2928;25163;5190;0.564162;2.34403968253968;2.36565261981492;5.18691198398724e-07;-2.98733904564313e-06;0.0390952656488648;0.0110784646255331;0.370345162988206
30023;Deer Lodge;28854;4463;26872;8904;0.501235;2.30386549272487;2.29105375162616;-4.99138731158521e-07;3.21163385532785e-06;-0.0330625325539289;-0.0425170364081495;0.33023161171765
30029;Flathead;34982;63713;32697;89104;0.715041;2.35497317187984;2.24093694779809;-1.81264745292732e-06;1.11047940523114e-05;-0.203322098794745;-0.0402635570040859;0.525620883745654
30047;Lake;27156;14582;28870;28373;0.513939;2.31729003812101;2.2378627181872;-1.68909641673609e-06;1.05658289754485e-05;-0.182828418417562;-0.0857764057614041;0.498446798706573
30057;Madison;34908;6487;29886;7465;0.868989;2.29048827283827;2.31563922247953;-6.93235069342338e-09;1.77620527348746e-08;0.0282209706382684;-0.0499635049052642;0.320568193665406
30077;Powell;24161;3780;33090;7036;0.537237;2.29408152325258;2.31637273781841;-6.30868608954568e-07;2.26348662715547e-06;-0.0191028614984617;-0.0716848065946061;0.41856215584351
30087;Rosebud;33423;5986;39940;9150;0.654208;2.30095486340402;2.21516331491925;1.66630344334717e-05;1.57759556382264e-06;-1.03477694453773;0.142813137127906;0.281297579841573
30105;Valley;36230;4653;29829;6889;0.675425;2.26697712267021;2.17557469676296;1.57342815970291e-05;2.68574397001054e-06;-0.989456255719847;0.109539838285025;0.282158948825615
31059;Fillmore;43677;3972;29965;5998;0.662221;2.18113756613757;1.00218806118023;2.67059145154526e-05;-9.94237130276973e-06;0.705877512888068;-0.157008479708843;0.266323025680417
31113;Logan;36718;469;27850;720;0.651389;2.25;0.909656499888102;3.54303889746576e-05;6.45453341366319e-07;-0.766860198756167;0.520958900190948;0.369727289431624
31171;Thomas;34209;517;29417;583;0.886792;0;1.04063772503869;3.39308539740793e-05;2.65354491523256e-06;-0.929454895337185;-1.45520447386351;0.368634953148541
34007;Camden;41234;274233;46712;517739;0.529674;2.26258811561248;2.28021692843732;9.39581083168764e-07;1.53463928123856e-06;2.78831405203645e-05;-0.128072338288008;0.809721803133824
34013;Essex;51617;478011;57112;767075;0.623161;2.40591737538196;2.42721663783823;2.60628995120585e-06;-1.87734523638133e-06;-0.00468164534608707;-0.0456917709319411;0.821513397771555
34019;Hunterdon;68785;80172;53648;129806;0.617629;2.33374613667692;2.46755734760755;1.74623935166841e-06;-2.19125279788294e-06;5.87433130584687e-05;-0.136406236208011;0.830394249586253
34023;Middlesex;48454;512308;56624;785324;0.652352;2.32660381730975;2.40087144082595;2.33163125923485e-06;-1.44981315136941e-06;-2.40997447704706e-05;-0.105134543151319;0.815572929360581
34041;Warren;42897;50535;43591;109897;0.45984;2.27452471475119;2.50191615101328;1.68935964110169e-06;-2.6347463483071e-06;4.78272407823884e-05;-0.185030661595769;0.848189479789084
